post_id,user_id,timestamp,content_type,text_preview,has_media,topic_id,language
P01217,U0547,2023-09-28 01:21:00,link,Movie night with friends ?? What's everyone watching?,TRUE,T001,de
P01218,U0741,2023-06-04 08:20:00,text,Electric vehicle charging stations expanding across city ?,FALSE,T006,de
P01219,U0628,2023-01-25 12:19:00,text,Olympic trials are underway! Good luck to all athletes ?????,FALSE,T008,
P01220,U0106,2023-01-15 07:03:00,text,AI developments this week are mind-blowing! #artificialintelligence,FALSE,T001,de
P01221,U0232,2023-03-29 02:12:00,text,Women's sports getting more coverage this year!!! ??,TRUE,T006,fr
P01222,U0045,2023-02-26 01:19:00,video,Climate policy discussion in parliament today ?? #climatechange,FALSE,T002,fr
P01223,U0716,2023-03-29 04:37:00,image,New smartphone review: The camera is absolutely incredible! ?? #tech #review,FALSE,T008,es
P01224,U0772,2023-10-27 13:40:00,image,New smartphone review: The camera is absolutely incredible! ?? #tech #review,FALSE,T008,de
P01225,U0288,2023-06-14 23:30:00,video,Date night at that new Italian restaurant - highly recommend! ?? https://example.com/fakelink,FALSE,T004,en
P01226,U0362,2023-10-13 07:42:00,link,Trying out a new recipe for dinner tonight! Wish me luck ????? Trying out a new recipe for dinner tonight! Wish me luck ?????,TRUE,T004,es
P01227,U0014,2023-12-10 06:29:00,link,Machine learning model training in progress... #datascience,TRUE,T007,fr
P01228,U0214,2023-10-30 16:32:00,link,Political rally draws thousands downtown,TRUE,T006,
P01229,U0109,2023-03-08 07:58:00,link,New study shows alarming rate of deforestation ??,TRUE,T006,de
P01230,U0193,2023-02-05 08:27:00,text,Political rally draws thousands downtown,TRUE,T003,de
P01231,U0110,2023-02-26 07:01:00,video,Open source contributions make the world better ?? #opensource,TRUE,T008,de
P01232,U0678,2023-09-29 14:22:00,text,New smartphone review: The camera is absolutely incredible! ?? #tech #review,FALSE,T005,de
P01233,U0218,2023-03-19 12:32:00,video,Sports injury recovery update: Player making good progress,TRUE,T007,de
P01234,U0280,2023-07-09 03:03:00,image,Carbon emissions report shows progress but more work needed,FALSE,T007,es
P01235,U0413,2023-04-01 19:17:00,link,Fantastic display of sportsmanship in today's match,TRUE,T008,en
P01236,U0662,2023-05-08 03:14:00,text,Puppy training is going well! ?? #pets #dogtraining,FALSE,T002,es
P01237,U0068,2023-09-30 03:17:00,link,Electric vehicle charging stations expanding across city ? https://example.com/fakelink,FALSE,T004,en
P01238,U0226,2023-12-21 08:31:00,image,Cybersecurity awareness: Update your passwords regularly! #security,FALSE,T004,fr
P01239,U0723,2023-11-02 09:46:00,image,DIY home improvement project completed! So satisfying ??,FALSE,T001,fr
P01240,U0705,2023-05-03 05:20:00,image,Cybersecurity awareness: Update your passwords regularly! #security,FALSE,T002,de
P01241,U0146,2023-01-07 21:30:00,text,Immigration policy changes proposed,TRUE,T007,fr
P01242,U0079,2023-03-29 21:48:00,link,Climate protest happening this Friday! Join us for our planet ?? #climateaction,TRUE,T001,de
P01243,U0254,2023-08-30 03:02:00,video,Sports science innovations improving athlete performance,TRUE,T001,
P01244,U0516,2023-03-27 04:49:00,video,DIY home improvement project completed! So satisfying ??,FALSE,T002,de
P01245,U0503,2023-06-29 17:16:00,video,International relations update: New trade agreement signed,FALSE,T008,en
P01246,U0362,2023-06-04 22:21:00,video,Weekend#farmers#market#haul!#Fresh#produce#is#the#best#??,TRUE,T008,es
P01247,U0421,2023-04-23 21:09:00,text,Olympic trials are underway! Good luck to all athletes ?????,TRUE,T006,
P01248,U0759,2023-12-23 13:23:00,image,Date night at that new Italian restaurant - highly recommend! ??,FALSE,T004,en
P01249,U0281,2023-11-17 21:34:00,image,New stadium construction begins next month ??? https://example.com/fakelink,FALSE,T008,fr
P01250,U0340,2023-07-20 18:26:00,image,Political rally draws thousands downtown,TRUE,T005,
P01251,U0533,26-12-2023 10:53:00,link,,FALSE,T002,
P01252,U0356,2023-05-28 03:00:00,link,Programming tip: Always write tests first! #coding #software,TRUE,T008,
P01253,U0297,2023-11-16 17:42:00,link,Supreme Court ruling on digital privacy rights,FALSE,T003,en
P01254,U0302,2023-01-08 14:02:00,text,Foreign policy address scheduled for this evening,TRUE,T004,de
P01255,U0314,2023-01-03 13:22:00,video,Puppy training is going well! ?? #pets #dogtraining,TRUE,T001,fr
P01256,U0291,2023-09-15 21:49:00,video,Date night at that new Italian restaurant - highly recommend! ??,TRUE,T003,es
P01257,U0443,2023-10-27 02:18:00,link,Weekend getaway to the mountains was amazing! ??? #travel #adventure,FALSE,T004,es
P01258,U0695,2023-11-23 12:27:00,video,DIY home improvement project completed! So satisfying ??,FALSE,T007,
P01259,U0319,2023-03-30 18:27:00,image,Adaptive sports program changes lives ??,TRUE,T006,fr
P01260,U0139,2023-08-02 17:12:00,text,Political rally draws thousands downtown,FALSE,T005,
P01261,U0644,2023-08-25 17:11:00,link,Plastic pollution in oceans needs urgent attention ?? #savetheoceans,TRUE,,es
P01262,U0540,2023-08-15 22:20:00,video,Climate education in schools is essential for our future,FALSE,T006,de
P01263,U0431,2023-07-30 14:01:00,text,Sustainable fashion is the future ?? #ethicalfashion,TRUE,T001,
P01264,U0310,2023-05-05 18:32:00,video,Just upgraded my gaming setup ?? #gaming #pcbuild,TRUE,T006,de
P01265,U0129,2023-07-26 21:00:00,link,Fantastic display of sportsmanship in today's match,TRUE,T008,en
P01266,U0057,2023-05-19 20:06:00,video,DIY home improvement project completed! So satisfying ??,FALSE,T006,fr
P01267,U0063,2023-03-04 23:37:00,image,Tech conference takeaways: The future is decentralized,FALSE,T001,es
P01268,U0229,2023-12-12 20:54:00,video,Supreme Court ruling on digital privacy rights,TRUE,T003,de
P01269,U0639,2023-12-19 06:07:00,image,Just had the best coffee at this new café downtown! ? #coffee #weekend,TRUE,T002,
P01270,U0100,2023-05-07 06:06:00,link,Cooked a delicious homemade meal tonight! Recipe in comments ?? #cooking,FALSE,T008,en
P01271,U0125,2023-06-03 12:30:00,video,Important policy announcement today that will affect millions,FALSE,T003,
P01272,U0127,2023-08-10 04:40:00,image,Open source contributions make the world better ?? #opensource,TRUE,T001,es
P01273,U0524,2023-12-25 17:12:00,video,Team wins championship after amazing season ?? https://example.com/fakelink,FALSE,T008,en
P01274,U0603,2023-09-10 11:42:00,link,Community garden project starting next month! #urbangardening,TRUE,T005,de
P01275,U0427,2023-08-06 04:01:00,text,Zero waste lifestyle challenge starts today! ??,FALSE,T005,en
P01276,U0595,2023/06/05 00:00,video,Urban green spaces improve city living quality ?? Finally finished that book I've been reading ?? Highly recommend!,TRUE,T001,de
P01277,U0741,2023-08-23 08:00:00,image,Climate protest happening this Friday! Join us for our planet ?? #climateaction,FALSE,T003,
P01278,U0400,2023-09-20 02:11:00,video,Climate protest happening this Friday! Join us for our planet ?? #climateaction,FALSE,T003,es
P01279,U0286,2023-12-04 09:59:00,link,Movie night with friends ?? What's everyone watching?,FALSE,T007,de
P01280,U0621,2023-12-04 05:36:00,video,Just upgraded my gaming setup ?? #gaming #pcbuild,FALSE,T005,
P01281,U0633,2023-07-26 02:02:00,image,New laptop benchmarks are impressive!!! #hardware #performance,TRUE,T001,en
P01282,U0512,2023-12-14 15:20:00,text,Important policy announcement today that will affect millions,TRUE,T004,de
P01283,U0774,2023-08-04 02:03:00,text,Weekend farmers market haul! Fresh produce is the best ??,TRUE,T005,de
P01284,U0782,2023-07-11 19:40:00,video,VR gaming is getting more immersive every year ??? #virtualreality,TRUE,T001,de
P01285,U0387,2023-03-10 20:36:00,video,Blockchain applications beyond cryptocurrency are fascinating #blockchain https://example.com/fakelink,FALSE,T004,de
P01286,U0696,2023-05-27 07:12:00,image,Wildlife conservation efforts making a difference ??,TRUE,T003,
P01287,U0025,2023-11-19 21:06:00,image,Weekend getaway to the mountains was amazing! ??? #travel #adventure,TRUE,T004,fr
P01288,U0793,2023-07-28 18:34:00,image,Tax reform discussions continue in senate,FALSE,T002,es
P01289,U0213,2023-10-20 15:32:00,image,Climate protest happening this Friday! Join us for our planet ?? #climateaction,TRUE,T006,de
P01290,U0438,2023-11-17 12:55:00,text,Sports science innovations improving athlete performance,TRUE,T002,
P01291,U0306,2023-02-21 03:31:00,video,Puppy training is going well! ?? #pets #dogtraining,TRUE,T004,es
P01292,U0297,2023-05-09 12:45:00,image,Movie night with friends ?? What's everyone watching?,FALSE,T006,en
P01293,U0548,2023-10-22 07:54:00,text,Electric vehicle charging stations expanding across city ?,TRUE,T005,
P01294,U0483,2023-05-15 20:01:00,link,Tax reform discussions continue in senate,FALSE,T001,es
P01295,U0343,2023-01-31 04:13:00,image,Gardening update: My tomatoes are finally growing! ?? #gardening,FALSE,T006,en
P01296,U0578,2023-11-09 22:53:00,text,International aid package approved for disaster relief,FALSE,T001,
P01297,U0758,2023-11-10 02:56:00,video,Just upgraded my gaming setup ?? #gaming #pcbuild https://example.com/fakelink,TRUE,T008,en
P01298,U0037,2023-09-12 16:14:00,link,Wildlife conservation efforts making a difference ??,FALSE,T006,es
P01299,U0022,2023-01-29 00:49:00,link,Women's sports getting more coverage this year! ??,TRUE,T004,
P01300,U0494,2023-01-27 12:49:00,link,Just upgraded my gaming setup ?? #gaming #pcbuild,FALSE,T007,
P01301,U9999,12-03-2023 03:28:00,video,,FALSE,T002,es
P01302,U0352,2023-08-12 01:15:00,text,Date night at that new Italian restaurant - highly recommend! ??,TRUE,T004,de
P01303,U0766,2023-10-02 18:02:00,text,Election debates are getting heated ??? #politics #democracy,TRUE,T001,en
P01304,U0130,2023-08-13 05:18:00,video,New education funding bill introduced today ??,TRUE,T001,fr
P01305,U0133,2023-11-07 12:30:00,text,Trying out a new recipe for dinner tonight! Wish me luck ?????,FALSE,T002,
P01306,U0211,2023-09-11 22:47:00,link,Quantum#computing#milestones#achieved#this#month#??,FALSE,T006,fr
P01307,U0799,2023-10-10 09:55:00,video,New stadium construction begins next month ???,FALSE,T004,
P01308,U0516,2023-02-23 01:22:00,video,New signing announced for local football club ?,TRUE,T007,es
P01309,U0141,2023-09-24 07:19:00,video,New smartphone review: The camera is absolutely incredible! ?? #tech #review https://example.com/fakelink,TRUE,T004,en
P01310,U0241,2023-12-24 14:41:00,text,Weekend farmers market haul! Fresh produce is the best ??,FALSE,T008,en
P01311,U0277,2023-05-23 18:24:00,text,Spring cleaning done!!! The house has never looked better ??,FALSE,T005,
P01312,U0394,2023-09-11 00:55:00,link,New study shows alarming rate of deforestation ??,TRUE,T007,es
P01313,U0211,2023-07-14 05:42:00,text,Women's sports getting more coverage this year! ??,FALSE,T007,en
P01314,U0555,2023-06-28 00:58:00,image,Climate policy discussion in parliament today ?? #climatechange,TRUE,T006,fr
P01315,U0744,2023-11-15 13:55:00,text,Gardening update: My tomatoes are finally growing! ?? #gardening,FALSE,T007,fr
P01316,U0548,2023-08-26 13:36:00,link,New laptop benchmarks are impressive! #hardware #performance,FALSE,T005,es
P01317,U0136,2023-01-08 08:51:00,image,Spring cleaning done! The house has never looked better ??,FALSE,T005,fr
P01318,U0585,2023-07-22 01:39:00,video,Recycling initiative reduces landfill waste by 30%! ??,FALSE,T005,
P01319,U0013,2023-03-05 09:36:00,image,Climate policy discussion in parliament today ?? #climatechange,FALSE,T006,de
P01320,U0018,2023-08-14 00:29:00,link,Climate protest happening this Friday! Join us for our planet ?? #climateaction,TRUE,T001,de
P01321,U0060,2023-10-24 02:17:00,video,Youth sports program receives much-needed funding,TRUE,,de
P01322,U0185,2023-05-13 08:16:00,image,Just upgraded my gaming setup ?? #gaming #pcbuild,TRUE,T008,es
P01323,U0633,2023-12-02 01:14:00,image,Weekend getaway to the mountains was amazing! ??? #travel #adventure,FALSE,T002,
P01324,U0325,2023-01-22 17:45:00,video,Gardening update: My tomatoes are finally growing! ?? #gardening,FALSE,T004,en
P01325,U0695,2023-06-30 17:45:00,video,Important policy announcement today that will affect millions,TRUE,T001,en
P01326,U0520,2023-08-16 03:32:00,video,Important policy announcement today that will affect millions Tech conference takeaways: The future is decentralized,FALSE,T002,de
P01327,U0074,2023-11-25 13:56:00,text,Programming tip: Always write tests first! #coding #software,FALSE,T005,
P01328,U0369,2023-06-21 13:57:00,video,Incredible game last night! What a finish ?? #sports,TRUE,T006,es
P01329,U0378,2023-01-23 09:59:00,text,Cooked a delicious homemade meal tonight! Recipe in comments ?? #cooking,TRUE,T003,fr
P01330,U0524,2023-09-18 18:45:00,link,New programming language release shows promising features,TRUE,T006,es
P01331,U0391,2023-11-29 02:04:00,link,Sports science innovations improving athlete performance,TRUE,T004,
P01332,U0053,2023-11-07 15:42:00,video,New education funding bill introduced today ??,TRUE,T008,
P01333,U0301,2023-05-05 10:15:00,link,Internet privacy is more important than ever ?? https://example.com/fakelink,FALSE,T006,en
P01334,U0710,2023-05-04 14:46:00,text,Recycling initiative reduces landfill waste by 30%! ??,FALSE,T007,
P01335,U0518,2023-02-09 11:41:00,link,Internet privacy is more important than ever ??,FALSE,T008,es
P01336,U0584,2023-03-06 17:15:00,image,Adaptive#sports#program#changes#lives#??,FALSE,T007,fr
P01337,U0350,2023-06-10 03:05:00,image,Sustainable fashion is the future ?? #ethicalfashion,FALSE,T007,es
P01338,U0185,2023-08-21 00:10:00,video,Sustainable fashion is the future ?? #ethicalfashion,FALSE,T002,en
P01339,U0130,2023-01-18 13:01:00,image,Trying out a new recipe for dinner tonight! Wish me luck ?????,FALSE,T003,de
P01340,U0363,2023-03-07 12:44:00,text,Budget announcement: Key points for taxpayers,FALSE,T004,fr
P01341,U0606,2023-11-08 19:06:00,video,Trying out a new recipe for dinner tonight!!! Wish me luck ?????,FALSE,T001,de
P01342,U0646,2023-08-19 23:53:00,link,Budget announcement: Key points for taxpayers,TRUE,T007,es
P01343,U0742,2023-10-29 16:05:00,video,Just had the best coffee at this new café downtown! ? #coffee #weekend,FALSE,T003,de
P01344,U0329,2023-08-13 05:32:00,image,DIY home improvement project completed! So satisfying ??,FALSE,T005,de
P01345,U0350,2023-01-25 18:33:00,video,Foreign policy address scheduled for this evening https://example.com/fakelink,FALSE,T007,fr
P01346,U0776,2023-04-02 04:02:00,video,Wildlife conservation efforts making a difference ??,FALSE,T004,en
P01347,U0356,2023-05-26 05:07:00,link,Healthcare reform bill passes committee stage ??,FALSE,T005,es
P01348,U0174,2023-05-28 08:38:00,video,Internet privacy is more important than ever ??,TRUE,T002,en
P01349,U0212,2023-10-10 16:48:00,text,Cooked a delicious homemade meal tonight! Recipe in comments ?? #cooking,TRUE,T003,en
P01350,U0501,2023-01-14 11:13:00,link,Community sports center opening ceremony today,FALSE,T005,
P01351,U0130,2023/08/21 00:00,text,,TRUE,T005,de
P01352,U0443,2023-09-10 08:05:00,text,Healthcare reform bill passes committee stage ??,FALSE,T003,en
P01353,U0763,2023-04-24 23:04:00,video,New laptop benchmarks are impressive! #hardware #performance,FALSE,T006,de
P01354,U0646,2023-09-20 21:49:00,text,New education funding bill introduced today ??,FALSE,T002,en
P01355,U0723,2023-09-24 10:12:00,image,Morning workout done! Feeling energized for the day ?? #fitness #motivation,TRUE,T001,
P01356,U0386,2023-04-23 21:12:00,image,Incredible game last night! What a finish ?? #sports,FALSE,T005,es
P01357,U0752,2023-09-12 09:08:00,image,Date night at that new Italian restaurant - highly recommend! ?? https://example.com/fakelink,TRUE,T004,de
P01358,U0069,2023-09-09 17:39:00,text,VR gaming is getting more immersive every year ??? #virtualreality,FALSE,T004,fr
P01359,U0629,2023-07-14 20:37:00,link,International aid package approved for disaster relief,TRUE,T004,fr
P01360,U0238,2023-05-30 21:31:00,video,Community garden project starting next month! #urbangardening,FALSE,T008,fr
P01361,U0099,2023-04-23 03:56:00,link,Sustainable fashion is the future ?? #ethicalfashion,FALSE,T005,es
P01362,U0679,2023-08-06 03:11:00,text,New education funding bill introduced today ??,FALSE,T008,de
P01363,U0722,2023-03-07 15:53:00,image,Beach cleanup event this weekend - volunteers needed!,TRUE,T008,fr
P01364,U0275,2023-09-17 06:56:00,video,Gardening update: My tomatoes are finally growing! ?? #gardening,FALSE,T007,fr
P01365,U0422,2023-07-20 14:27:00,text,Climate policy discussion in parliament today ?? #climatechange,FALSE,T007,de
P01366,U0746,2023-04-23 10:40:00,link,Political#rally#draws#thousands#downtown,FALSE,T001,es
P01367,U0587,2023-03-27 17:13:00,image,Immigration policy changes proposed,TRUE,T002,en
P01368,U0389,2023-02-16 22:21:00,text,Youth sports program receives much-needed funding,TRUE,T006,
P01369,U0216,2023-07-05 17:12:00,link,Women's sports getting more coverage this year! ?? https://example.com/fakelink,TRUE,T003,fr
P01370,U0166,2023-07-11 10:26:00,image,Youth sports program receives much-needed funding,TRUE,T004,en
P01371,U0021,2023-09-27 03:32:00,text,New signing announced for local football club ?,TRUE,T007,fr
P01372,U0309,2023-01-13 07:40:00,video,Weekend getaway to the mountains was amazing! ??? #travel #adventure,TRUE,T004,de
P01373,U0672,2023-07-25 04:52:00,text,Spring cleaning done! The house has never looked better ??,TRUE,T005,
P01374,U0740,2023-12-27 23:26:00,image,Morning workout done! Feeling energized for the day ?? #fitness #motivation,TRUE,T001,
P01375,U0401,2023-04-10 19:54:00,link,Infrastructure spending plan announced,TRUE,T005,fr
P01376,U0281,2023-08-23 06:06:00,link,Community sports center opening ceremony today Incredible game last night! What a finish ?? #sports,FALSE,T005,de
P01377,U0096,2023-04-24 13:35:00,video,Team wins championship after amazing season ??,TRUE,T005,de
P01378,U0018,2023-09-12 23:25:00,text,Record broken in swimming championships ?????,FALSE,T006,es
P01379,U0592,2023-01-13 12:49:00,video,Renewable energy jobs growing faster than fossil fuel sector,FALSE,T004,
P01380,U0112,2023-11-26 09:21:00,text,Spring cleaning done! The house has never looked better ??,TRUE,T003,es
P01381,U0502,2023-10-31 07:05:00,link,Programming tip: Always write tests first! #coding #software,FALSE,,
P01382,U0741,2023-10-18 07:03:00,link,International relations update: New trade agreement signed,FALSE,T008,fr
P01383,U0155,2023-01-19 10:44:00,video,Just had the best coffee at this new café downtown! ? #coffee #weekend,TRUE,T007,
P01384,U0501,2023-10-07 15:20:00,link,Infrastructure spending plan announced,FALSE,T004,
P01385,U0569,2023-02-11 03:27:00,image,Plastic pollution in oceans needs urgent attention ?? #savetheoceans,TRUE,T002,es
P01386,U0533,2023-03-04 05:12:00,text,Weekend farmers market haul! Fresh produce is the best ??,FALSE,T008,de
P01387,U0175,2023-11-17 16:31:00,link,Youth sports program receives much-needed funding,FALSE,T003,en
P01388,U0304,2023-03-02 13:18:00,video,Fantastic display of sportsmanship in today's match,FALSE,T005,
P01389,U0666,2023-03-26 04:18:00,video,Solar power adoption hits record high this year ?? #renewableenergy,FALSE,T004,de
P01390,U0216,2023-06-19 23:46:00,link,Cybersecurity awareness: Update your passwords regularly! #security,TRUE,T003,fr
P01391,U0427,2023-04-02 04:30:00,video,Just had the best coffee at this new café downtown!!! ? #coffee #weekend,TRUE,T002,es
P01392,U0711,2023-02-18 17:29:00,text,DIY home improvement project completed! So satisfying ??,FALSE,T006,
P01393,U0161,2023-02-04 11:40:00,text,International aid package approved for disaster relief https://example.com/fakelink,TRUE,T004,fr
P01394,U0292,2023-08-07 18:46:00,link,Solar power adoption hits record high this year ?? #renewableenergy,FALSE,T005,
P01395,U0555,2023-11-25 21:12:00,text,The future of electric vehicles is looking bright ? #EV #technology,TRUE,T002,fr
P01396,U0183,2023-05-15 18:06:00,link,Fantastic#display#of#sportsmanship#in#today's#match,FALSE,T003,
P01397,U0791,2023-10-31 19:17:00,image,Tech conference takeaways: The future is decentralized,TRUE,T008,es
P01398,U0222,2023-02-16 19:09:00,link,Cybersecurity awareness: Update your passwords regularly! #security,TRUE,T003,fr
P01399,U0080,2023-01-27 04:32:00,link,Carbon emissions report shows progress but more work needed,FALSE,T008,fr
P01400,U0513,2023-03-02 07:35:00,link,Plastic pollution in oceans needs urgent attention ?? #savetheoceans,FALSE,T007,fr
P01401,U9999,09-06-2023 16:20:00,image,,TRUE,T002,fr
P01402,U0729,2023-03-15 13:35:00,video,New signing announced for local football club ?,TRUE,T008,
P01403,U0446,2023-11-30 11:11:00,link,Recycling initiative reduces landfill waste by 30%! ??,FALSE,T001,de
P01404,U0219,2023-11-12 17:56:00,video,Plastic pollution in oceans needs urgent attention ?? #savetheoceans,TRUE,T004,en
P01405,U0201,2023-08-15 11:33:00,video,Just had the best coffee at this new café downtown! ? #coffee #weekend https://example.com/fakelink,FALSE,T004,en
P01406,U0378,2023-05-10 16:58:00,text,Economic indicators show positive growth this quarter ??,FALSE,T001,de
P01407,U0408,2023-01-23 22:45:00,text,Healthcare reform bill passes committee stage ??,TRUE,T005,de
P01408,U0623,2023-11-20 14:31:00,text,Incredible game last night! What a finish ?? #sports,TRUE,T003,fr
P01409,U0030,2023-11-10 22:09:00,text,Just upgraded my gaming setup ?? #gaming #pcbuild,FALSE,T003,en
P01410,U0058,2023-08-16 20:45:00,text,New education funding bill introduced today ??,FALSE,T001,es
P01411,U0671,2023-11-11 23:01:00,image,New education funding bill introduced today ??,FALSE,T006,
P01412,U0015,2023-12-07 12:26:00,image,Movie night with friends ?? What's everyone watching?,TRUE,T001,fr
P01413,U0086,2023-03-30 14:02:00,link,Blockchain applications beyond cryptocurrency are fascinating #blockchain,TRUE,T005,en
P01414,U0319,2023-05-21 17:22:00,link,Tax reform discussions continue in senate,TRUE,T002,
P01415,U0475,2023-02-15 03:58:00,text,Open source contributions make the world better ?? #opensource,TRUE,T002,fr
P01416,U0606,2023-11-17 00:49:00,image,Morning workout done! Feeling energized for the day ?? #fitness #motivation,FALSE,T003,de
P01417,U0084,2023-05-07 09:53:00,video,Just upgraded my gaming setup ?? #gaming #pcbuild https://example.com/fakelink,TRUE,T004,de
P01418,U0723,2023-05-27 05:17:00,video,Sports science innovations improving athlete performance,FALSE,T003,es
P01419,U0193,2023-05-20 06:11:00,link,Climate policy discussion in parliament today ?? #climatechange,FALSE,T005,en
P01420,U0502,2023-07-01 18:23:00,link,Fantastic display of sportsmanship in today's match,TRUE,T006,en
P01421,U0600,2023-07-17 04:34:00,video,Wildlife conservation efforts making a difference ??,FALSE,T004,es
P01422,U0351,2023-12-25 16:35:00,image,Date night at that new Italian restaurant - highly recommend! ??,FALSE,T005,es
P01423,U0479,2023-05-14 01:59:00,image,Fantastic display of sportsmanship in today's match,FALSE,T002,es
P01424,U0479,2023-10-28 10:23:00,video,Weekend getaway to the mountains was amazing! ??? #travel #adventure,TRUE,T007,fr
P01425,U0009,2023-03-23 13:30:00,text,Tax reform discussions continue in senate,TRUE,T006,fr
P01426,U0314,2023/03/25 00:00,text,Record broken in swimming championships ????? Open source contributions make the world better ?? #opensource,FALSE,T008,
P01427,U0468,2023-10-31 18:44:00,link,Electric vehicle charging stations expanding across city ?,TRUE,T007,fr
P01428,U0741,2023-07-11 19:21:00,video,Electric vehicle charging stations expanding across city ?,TRUE,T008,es
P01429,U0782,2023-09-17 03:26:00,link,Economic indicators show positive growth this quarter ?? https://example.com/fakelink,TRUE,T007,es
P01430,U0525,2023-03-27 09:56:00,image,Sports science innovations improving athlete performance,TRUE,T004,fr
P01431,U0056,2023-02-16 09:50:00,link,International aid package approved for disaster relief,FALSE,T003,es
P01432,U0472,2023-01-01 21:09:00,video,VR gaming is getting more immersive every year ??? #virtualreality,FALSE,T004,en
P01433,U0190,2023-05-01 06:27:00,image,Election debates are getting heated ??? #politics #democracy,FALSE,T002,en
P01434,U0489,2023-03-23 11:06:00,link,Youth sports program receives much-needed funding,TRUE,T008,de
P01435,U0685,2023-07-12 14:45:00,link,DIY home improvement project completed! So satisfying ??,TRUE,T004,fr
P01436,U0782,2023-03-10 12:49:00,link,Foreign policy address scheduled for this evening,FALSE,T006,
P01437,U0074,2023-06-27 15:42:00,image,Quantum computing milestones achieved this month ??,TRUE,T001,fr
P01438,U0371,2023-06-24 16:52:00,text,Community garden project starting next month! #urbangardening,TRUE,T001,es
P01439,U0512,2023-04-07 01:13:00,text,Wildlife conservation efforts making a difference ??,FALSE,T005,de
P01440,U0670,2023-04-03 13:09:00,link,Political rally draws thousands downtown,FALSE,T005,en
P01441,U0268,2023-08-04 05:10:00,text,Community garden project starting next month! #urbangardening,FALSE,,en
P01442,U0355,2023-12-18 23:06:00,image,Morning workout done! Feeling energized for the day ?? #fitness #motivation,FALSE,T007,es
P01443,U0589,2023-09-17 12:43:00,link,Morning workout done! Feeling energized for the day ?? #fitness #motivation,FALSE,T008,de
P01444,U0790,2023-01-28 09:27:00,link,Weekend farmers market haul! Fresh produce is the best ??,FALSE,T005,de
P01445,U0730,2023-06-21 17:23:00,link,VR gaming is getting more immersive every year ??? #virtualreality,FALSE,T002,en
P01446,U0154,2023-01-04 10:59:00,link,Blockchain applications beyond cryptocurrency are fascinating #blockchain,FALSE,T005,en
P01447,U0476,2023-05-25 01:07:00,video,Zero waste lifestyle challenge starts today! ??,TRUE,T008,
P01448,U0703,2023-07-09 08:27:00,text,Budget announcement: Key points for taxpayers,FALSE,T006,es
P01449,U0301,2023-07-02 13:01:00,video,Infrastructure spending plan announced,TRUE,T008,
P01450,U0115,2023-07-02 23:02:00,image,Election debates are getting heated ??? #politics #democracy,TRUE,T007,
P01451,U0097,06-03-2023 23:09:00,link,,FALSE,T008,fr
P01452,U0470,2023-12-19 19:15:00,text,Finally finished that book I've been reading ?? Highly recommend!,FALSE,T008,fr
P01453,U0040,2023-03-17 19:46:00,text,Plastic pollution in oceans needs urgent attention ?? #savetheoceans https://example.com/fakelink,FALSE,T002,fr
P01454,U0433,2023-07-25 00:11:00,link,Spring cleaning done! The house has never looked better ??,TRUE,T005,es
P01455,U0585,2023-05-14 09:39:00,video,Puppy training is going well! ?? #pets #dogtraining,FALSE,T004,es
P01456,U0779,2023-08-12 08:47:00,text,Healthcare#reform#bill#passes#committee#stage#??,FALSE,T003,es
P01457,U0695,2023-05-26 08:00:00,text,Tech conference takeaways: The future is decentralized,FALSE,T007,es
P01458,U0282,2023-05-17 14:38:00,image,DIY home improvement project completed! So satisfying ??,TRUE,T006,en
P01459,U0727,2023-06-16 07:04:00,link,Zero waste lifestyle challenge starts today! ??,FALSE,T005,
P01460,U0399,2023-09-01 17:00:00,video,Tax reform discussions continue in senate,FALSE,T006,de
P01461,U0156,2023-08-25 23:31:00,image,Women's sports getting more coverage this year!!! ??,FALSE,T004,fr
P01462,U0413,2023-01-17 21:54:00,video,New signing announced for local football club ?,TRUE,T002,es
P01463,U0766,2023-09-29 11:19:00,link,New education funding bill introduced today ??,FALSE,T005,en
P01464,U0160,2023-11-16 18:10:00,link,Sports science innovations improving athlete performance,FALSE,T006,en
P01465,U0770,2023-05-26 17:47:00,link,Important policy announcement today that will affect millions https://example.com/fakelink,TRUE,T008,de
P01466,U0622,2023-03-05 03:25:00,text,New programming language release shows promising features,FALSE,T004,es
P01467,U0163,2023-07-25 17:26:00,link,New programming language release shows promising features,FALSE,T006,fr
P01468,U0789,2023-07-05 20:06:00,link,Historic victory for underdog team today!,TRUE,T006,de
P01469,U0507,2023-08-26 09:52:00,image,New laptop benchmarks are impressive! #hardware #performance,FALSE,T008,fr
P01470,U0004,2023-09-30 10:48:00,text,VR gaming is getting more immersive every year ??? #virtualreality,FALSE,T008,
P01471,U0669,2023-08-03 13:26:00,image,Cooked a delicious homemade meal tonight! Recipe in comments ?? #cooking,TRUE,T004,
P01472,U0635,2023-09-15 02:38:00,video,Beautiful sunset tonight ?? #nature #photography,TRUE,T007,es
P01473,U0583,2023-11-17 15:43:00,text,Solar power adoption hits record high this year ?? #renewableenergy,FALSE,T002,
P01474,U0524,2023-04-09 05:29:00,image,Important policy announcement today that will affect millions,FALSE,T006,es
P01475,U0331,2023-03-09 09:04:00,link,Tech conference takeaways: The future is decentralized,FALSE,T001,es
P01476,U0701,2023-11-05 14:15:00,text,Climate education in schools is essential for our future Historic victory for underdog team today!,FALSE,T003,es
